Position,artists,track_name,Days,Top 10(xTimes),PeakPosition,PeakPosition(xTimes),PeakStreams,totalstreams
8548,KaceyMusgraves,hookupscene,1,0.0,110,0,336905,336905
8549,Bazzi,ILikeThat,1,0.0,85,0,336826,336826
8550,ABoogieWitdaHoodie,GoodGirlsGoneBad,1,0.0,140,0,336823,336823
8551,Weezer,Africa,1,0.0,87,0,336768,336768
8552,ABoogieWitdaHoodie,Glasses,1,0.0,119,0,336563,336563
8553,Panic!AtTheDisco,VivaLasVengeance,1,0.0,110,0,336541,336541
8554,TrippieRedd,CampFireTale,1,0.0,124,0,336495,336495
8555,TheWeeknd,BestFriendsRemix,1,0.0,84,0,336482,336482
8556,JhenéAiko,BornTired,1,0.0,143,0,336402,336402
8557,HaydenJames,SomethingAboutYou,4,0.0,121,0,98470,336200
8558,GucciMane,JustLikeIt,1,0.0,131,0,336150,336150
8559,EslabonArmado,HASTALAMUERTE,1,0.0,119,0,336031,336031
8560,IvanCornejo,EstáDañado,1,0.0,178,0,336020,336020
8561,LukeCombs,MiddleofSomewhere,1,0.0,96,0,335443,335443
8562,LilBaby,Hurtin,1,0.0,114,0,335065,335065
8563,MarenMorris,ASongforEverything,1,0.0,119,0,334528,334528
8564,AJR,TheDJIsCryingForHelp,1,0.0,119,0,334381,334381
8565,Logic,OCD(ft.Dwn2earth),1,0.0,107,0,334129,334129
8566,DierksBentley,Black,2,0.0,191,0,168229,334096
8567,CharliXCX,BegForYou,1,0.0,80,0,334018,334018
8568,MEDUZA,TellItToMyHeart,1,0.0,72,0,333740,333740
8569,RoddyRicch,paidmydues,1,0.0,124,0,333665,333665
8570,CashmereCat,Adore,4,0.0,123,0,94785,333654
8571,Cooliecut,Nothing,1,0.0,110,0,333504,333504
8572,Kehlani,Open(Passionate),1,0.0,94,0,333041,333041
8573,EarlSweatshirt,TheMint,1,0.0,160,0,332873,332873
8574,RodWave,NoDeal,1,0.0,81,0,332541,332541
8575,BeckyG,Zooted,1,0.0,89,0,332295,332295
8576,Beck,Cycle,3,0.0,63,0,141671,332173
8577,GeorgeMichael,FatherFigureRemastered,2,0.0,106,0,188270,331745
8578,NAV,Snap,1,0.0,112,0,331505,331505
8579,YoungStonerLife,MoonMan,1,0.0,93,0,331370,331370
8580,SamSmith,LoveMeMore,1,0.0,97,0,331281,331281
8581,YUNGBLUD,actinglikethat,1,0.0,114,0,331246,331246
8582,KaneBrown,Blessed&Free,1,0.0,68,0,331233,331233
8583,BROCKHAMPTON,WHERETHECASHAT,1,0.0,102,0,331224,331224
8584,RodWave,SweetLittleLies,1,0.0,82,0,331125,331125
8585,VinceGuaraldiTrio,Skating,1,0.0,160,0,331044,331044
8586,Gorillaz,CrackerIsland,1,0.0,102,0,331029,331029
8587,Pentatonix,KidOnChristmas,1,0.0,197,0,331001,331001
8588,MarvinGaye,SexualHealingKygoRemix,4,0.0,130,0,92882,330836
8589,CHVRCHES,GetOut,1,0.0,90,0,330756,330756
8590,BabyKeem,scars,1,0.0,114,0,330689,330689
8591,CarlyRaeJepsen,PartyForOne,1,0.0,106,0,330673,330673
8592,ABoogieWitdaHoodie,INeedIt,1,0.0,194,0,330663,330663
8593,Avicii,YouBeLove,1,0.0,108,0,330643,330643
8594,YoungStonerLife,ReallyBeSlime,1,0.0,95,0,330353,330353
8595,BROCKHAMPTON,SOMETHINGABOUTHIM,1,0.0,103,0,329807,329807
8596,PushaT,ComingHome,1,0.0,120,0,329720,329720
8597,Takeoff,IRemember,1,0.0,108,0,329648,329648
8598,ShawnMendes,SongForNoOne,1,0.0,116,0,329543,329543
8599,CharliePuth,Mother,1,0.0,106,0,329470,329470
8600,KoeWetzel,MoneySpent,1,0.0,103,0,329071,329071
8601,JuiceWRLD,EndOfTheRoad,1,0.0,130,0,328935,328935
8602,RoddyRicch,Intro,1,0.0,140,0,328882,328882
8603,Sia,SnowmanSpedUpVersion,1,0.0,198,0,328867,328867
8604,YUNGBLUD,originalme,1,0.0,105,0,328703,328703
8605,LukeCombs,Ain'tFarFromIt,1,0.0,105,0,328683,328683
8606,PostMalone,TooYoung,2,0.0,180,0,164875,328664
8607,Prince,TheSongoftheHeart,2,0.0,108,0,192268,328420
8608,Krewella,SomewheretoRun,4,0.0,132,0,89839,328351
8609,PnBRock,Fendi,1,0.0,111,0,328307,328307
8610,YoungThug,Contagious,1,0.0,88,0,328294,328294
8611,Prince,PurpleRain,2,0.0,193,0,166506,327961
8612,BROCKHAMPTON,DISTRICT,1,0.0,104,0,327928,327928
8613,YoungThug,DirtyShoes,1,0.0,111,0,327574,327574
8614,SkiMaskTheSlumpGod,Merlin’sStaff,1,0.0,112,0,327530,327530
8615,LilYachty,GimmieMyRespectIntro,1,0.0,122,0,327520,327520
8616,RM,Lonely,1,0.0,188,0,327491,327491
8617,JasmineV,That’sMeRightThere,6,0.0,172,0,57684,327469
8618,Surfaces,LearnToFly,1,0.0,79,0,327324,327324
8619,Gryffin,BodyBack,1,0.0,98,0,327274,327274
8620,MachineGunKelly,walloffameinterlude,1,0.0,98,0,327236,327236
8621,EslabonArmado,SubeAlCarro,1,0.0,97,0,327036,327036
8622,PhoebeBridgers,Sidelines,1,0.0,77,0,327024,327024
8623,DMX,BathSalts,1,0.0,94,0,326837,326837
8624,DarylHall&JohnOates,Maneater,1,0.0,119,0,326609,326609
8625,TrippieRedd,SoStressed,1,0.0,97,0,326600,326600
8626,JeremyZucker,emily,1,0.0,75,0,326552,326552
8627,RM,Changept.2,1,0.0,191,0,326524,326524
8628,ODESZA,ForgiveMe,1,0.0,73,0,326385,326385
8629,KelseaBallerini,homecomingqueen?,1,0.0,109,0,326305,326305
8630,YoungBoyNeverBrokeAgain,RightFootCreep,1,0.0,88,0,326165,326165
8631,RauwAlejandro,LEJOSDELCIELO,1,0.0,123,0,325994,325994
8632,RickRoss,AppleofMyEye,2,0.0,185,0,166766,325934
8633,KanyeWest,XTCY,1,0.0,113,0,325902,325902
8634,TrippieRedd,V12,1,0.0,100,0,325781,325781
8635,YNWMelly,AdamSandler,1,0.0,114,0,325520,325520
8636,LilBaby,StopPlayin,1,0.0,113,0,325138,325138
8637,ScHoolboyQ,TorcH,2,0.0,108,0,194844,325036
8638,LilBaby,Solid,1,0.0,122,0,325032,325032
8639,MachineGunKelly,WW4,1,0.0,102,0,324930,324930
8640,AndreasWeise,ChristmasDream,2,0.0,80,0,187927,324885
8641,ChancetheRapper,Juice,1,0.0,110,0,324147,324147
8642,EltonJohn,TinyDancer,3,0.0,161,0,201042,324088
8643,FKAtwigs,holyterrain,1,0.0,108,0,323823,323823
8644,Eminem,TheseDemons,1,0.0,136,0,323783,323783
8645,CharliePuth,HardOnYourself,1,0.0,104,0,323531,323531
8646,NAV,CoastToCoast,1,0.0,99,0,323326,323326
8647,DavidBowie,QueenBitch1999RemasteredVersion,2,0.0,66,0,199066,323223
8648,Takeoff,LeadTheWave,1,0.0,112,0,323164,323164
8649,ABoogieWitdaHoodie,R.O.D.,1,0.0,148,0,323057,323057
8650,Zedd,MakeYouSay,1,0.0,85,0,322989,322989
8651,SkiMaskTheSlumpGod,Ya!,1,0.0,114,0,322559,322559
8652,Metallica,LuxÆterna,1,0.0,130,0,322307,322307
8653,bennyblanco,IFoundYou/Nilda’sStory,1,0.0,94,0,322222,322222
8654,CarlyRaeJepsen,CallMeMaybe,3,0.0,141,0,174961,322119
8655,ToryLanez,TheColdestPlayboy,1,0.0,80,0,322067,322067
8656,blink,182Sober,2,0.0,120,0,190517,322065
8657,RyanAdams,OutoftheWoods,3,0.0,111,0,119675,321896
8658,DaBaby,SOCKS,1,0.0,99,0,321798,321798
8659,JoshuaBassett,Crisis,1,0.0,126,0,321658,321658
8660,DuaLipa,Fever,1,0.0,102,0,321579,321579
8661,Lorde,LeaderofaNewRegime,1,0.0,108,0,321480,321480
8662,MeatLoaf,I'dDoAnythingForLove(ButIWon'tDoThat)SingleEdit,1,0.0,86,0,321439,321439
8663,TheWhiteStripes,SevenNationArmy,3,0.0,123,0,146731,321226
8664,MaryliMorett,TuVeneno,1,0.0,60,0,321161,321161
8665,Offset,AfterDark,1,0.0,138,0,321127,321127
8666,LinkinPark,LeaveOutAllTheRest,1,0.0,100,0,320905,320905
8667,TomPetty,WhileMyGuitarGentlyWeeps,2,0.0,107,0,193172,320755
8668,Yeat,Watitfeellykë,1,0.0,102,0,320423,320423
8669,OneRepublic,SomebodyToLove,1,0.0,111,0,320263,320263
8670,TOOL,CullingVoices,1,0.0,124,0,320172,320172
8671,Quavo,BIGBRO,1,0.0,118,0,320133,320133
8672,SabrinaCarpenter,Nonsense,1,0.0,184,0,320029,320029
8673,TheCranberries,Linger,1,0.0,80,0,319848,319848
8674,AgustD,Moonlight,1,0.0,100,0,319681,319681
8675,JackHarlow,FunnySeeingYouHere,1,0.0,145,0,319455,319455
8676,LANY,dancinginthekitchen,1,0.0,118,0,319154,319154
8677,NAV,NeverChange,1,0.0,116,0,319082,319082
8678,G,EazyNothingtoMe,3,0.0,159,0,111768,318940
8679,ABoogieWitdaHoodie,JustLikeMe,1,0.0,155,0,318930,318930
8680,ChrisBrown,Possessive,1,0.0,113,0,318573,318573
8681,JohnLegend,"UMove,IMove",1,0.0,89,0,318383,318383
8682,PoloG,HeatingUp,1,0.0,129,0,318307,318307
8683,TheDrifters,WhiteChristmas,2,0.0,142,0,195320,318256
8684,RobertDeLong,LongWayDown,5,0.0,133,0,68638,318217
8685,OneDirection,KissYou,1,0.0,94,0,318216,318216
8686,Lorde,OceanicFeeling,1,0.0,109,0,318212,318212
8687,BigSean,LoyalToAFault,1,0.0,82,0,317994,317994
8688,NickJonas,Spaceman,1,0.0,75,0,317897,317897
8689,CharliXCX,UsedToKnowMe,1,0.0,85,0,317891,317891
8690,KellyClarkson,LoveSoSoft,1,0.0,81,0,317868,317868
8691,XXXTENTACION,LIMBO,1,0.0,150,0,317793,317793
8692,blink,182LosAngeles,2,0.0,119,0,190767,317647
8693,Florence+TheMachine,DreamGirlEvil,1,0.0,129,0,317511,317511
8694,RodWave,Pills&Billz,1,0.0,111,0,317477,317477
8695,Matoma,FalseAlarm,2,0.0,112,0,182935,317344
8696,TrippieRedd,Abandoned,1,0.0,118,0,317182,317182
8697,j,hope=(EqualSign),1,0.0,93,0,317182,317182
8698,Future,LoveThyEnemies,1,0.0,125,0,317179,317179
8699,MFDOOM,RappSnitchKnishesfeat.Mr.Fantastik,1,0.0,81,0,317159,317159
8700,MajidJordan,CaughtUp,1,0.0,124,0,317080,317080
8701,Weezer,TakeOnMe,1,0.0,125,0,316910,316910
8702,EslabonArmado,MENTEENALTO,1,0.0,138,0,316751,316751
8703,SteveLacy,2Gether(Enterlude),1,0.0,94,0,316723,316723
8704,EdSheeran,LeaveYourLife,1,0.0,84,0,316632,316632
8705,Mariami,MisstheShow,1,0.0,118,0,316597,316597
8706,BROCKHAMPTON,CHAINON,1,0.0,117,0,316501,316501
8707,ILLENIUM,Sideways,1,0.0,88,0,316439,316439
8708,ZachBryan,RightNowtheBest,1,0.0,136,0,316187,316187
8709,JeremyZucker,somebodylovesyou,1,0.0,95,0,316185,316185
8710,LadyGaga,HoldMyHand,1,0.0,139,0,316182,316182
8711,CHVRCHES,DeadAir,5,0.0,98,0,82056,316004
8712,VampireWeekend,Sympathy,1,0.0,111,0,315959,315959
8713,A$APANT,TheGodHour,1,0.0,97,0,315868,315868
8714,BizMarkie,JustaFriend,1,0.0,89,0,315828,315828
8715,TylaYaweh,TommyLee,1,0.0,106,0,315742,315742
8716,YoungThug,InsureMyWrist,1,0.0,97,0,315723,315723
8717,Logic,TherapyMusic,1,0.0,140,0,315674,315674
8718,Jaden,FallingForYouwithJustinBieber,1,0.0,107,0,315544,315544
8719,Solange,Time(is),1,0.0,146,0,315520,315520
8720,YoungBoyNeverBrokeAgain,SuitedPanamera,1,0.0,128,0,315411,315411
8721,Kehlani,Altar,1,0.0,106,0,315252,315252
8722,Kygo,GoneAreTheDays,1,0.0,103,0,315217,315217
8723,SummerWalker,4thBabyMamaPrelude,1,0.0,94,0,314716,314716
8724,YoungBoyNeverBrokeAgain,BatMan,1,0.0,130,0,314714,314714
8725,Future,BloodOntheMoney,4,0.0,151,0,85679,314551
8726,GucciMane,PopMusic,2,0.0,118,0,186069,314449
8727,MacMiller,KnockKnock,1,0.0,104,0,314031,314031
8728,MeghanTrainor,NicetoMeetYa,1,0.0,132,0,313964,313964
8729,KevinGates,Jam,3,0.0,155,0,116647,313953
8730,RyanAdams,WildestDreams,3,0.0,114,0,117956,313929
8731,LinkinPark,BURNITDOWN,1,0.0,105,0,313702,313702
8732,TheRoots,MyShot,2,0.0,159,0,174562,313503
8733,ShawnMendes,PieceOfYou,1,0.0,130,0,313479,313479
8734,ChancetheRapper,GoodAssIntro,1,0.0,118,0,313204,313204
8735,G,EazyAllFacts,1,0.0,116,0,313086,313086
8736,blackbear,playboyshit,1,0.0,86,0,313085,313085
8737,KaceyMusgraves,keeplookin’up,1,0.0,125,0,313077,313077
8738,RoddyRicch,rollercoastin,1,0.0,135,0,313045,313045
8739,ShawnMendes,LookUpAtTheStars,1,0.0,131,0,312982,312982
8740,Logic,introll,1,0.0,97,0,312954,312954
8741,ImagineDragons,Friction,4,0.0,110,0,100773,312785
8742,blink,182TheFirstTime,1,0.0,115,0,312702,312702
8743,Clairo,Blouse,1,0.0,129,0,312691,312691
8744,Takeoff,Insomnia,1,0.0,117,0,312663,312663
8745,Migos,HandleMyBusiness,1,0.0,130,0,312642,312642
8746,Saweetie,Closer,1,0.0,110,0,312626,312626
8747,TroyeSivan,AngelBaby,1,0.0,127,0,312587,312587
8748,FrenchMontana,SuicideDoors,1,0.0,116,0,312561,312561
8749,VicenteFernández,AcaEntreNos,1,0.0,118,0,312556,312556
8750,TrippieRedd,Spaceships,1,0.0,110,0,312272,312272
8751,PoloG,BlackManinAmerica,1,0.0,135,0,312169,312169
8752,MacMiller,Malibu,1,0.0,101,0,311836,311836
8753,AgustD,Strange,1,0.0,109,0,311765,311765
8754,ZachBryan,Quittin'Time,1,0.0,100,0,311358,311358
8755,PoloG,Fortnight,1,0.0,136,0,310972,310972
8756,RaeSremmurd,TouchscreenNavigation,1,0.0,123,0,310798,310798
8757,BROCKHAMPTON,HONEY,1,0.0,116,0,310788,310788
8758,JhenéAiko,LOVE,1,0.0,167,0,310759,310759
8759,AlecBenjamin,OhMyGod,1,0.0,159,0,310726,310726
8760,SummerWalker,SWV,1,0.0,112,0,310550,310550
8761,ArcticMonkeys,TranquilityBaseHotel&Casino,1,0.0,133,0,310543,310543
8762,88rising,PeachJam,1,0.0,103,0,310385,310385
8763,YoungBoyNeverBrokeAgain,LongRD,1,0.0,134,0,310377,310377
8764,EslabonArmado,LAPERRIE,1,0.0,146,0,310358,310358
8765,Florence+TheMachine,Patricia,1,0.0,116,0,310251,310251
8766,RichTheKid,WorldIsYours,1,0.0,104,0,310226,310226
8767,Giveon,AllToMe,1,0.0,90,0,309807,309807
8768,TrippieRedd,"SaveMe,Please",1,0.0,100,0,309625,309625
8769,Logic,TokyoNights,1,0.0,123,0,309267,309267
8770,OneDirection,LittleThings,1,0.0,102,0,309163,309163
8771,YoungBoyNeverBrokeAgain,Ain'tEasy,1,0.0,82,0,309115,309115
8772,ToveLo,DiscoTits,1,0.0,89,0,308874,308874
8773,Giveon,LetMeGo,1,0.0,125,0,308864,308864
8774,LilDurk,StartedFrom,1,0.0,101,0,308746,308746
8775,ChancetheRapper,ChildofGod,1,0.0,117,0,308614,308614
8776,VampireWeekend,HoldYouNow,1,0.0,117,0,308341,308341
8777,YoungThug,Scoliosis,1,0.0,117,0,308322,308322
8778,WizKhalifa,BTS,2,0.0,89,0,177567,308294
8779,DollyParton,IslandsintheStream,1,0.0,96,0,308207,308207
8780,HayleyKiyoko,WhatINeed,1,0.0,107,0,308065,308065
8781,SystemOfADown,GenocidalHumanoidz,1,0.0,98,0,307790,307790
8782,PassionPit,LiftedUp(1985),4,0.0,112,0,92816,307783
8783,VariousArtists,ElectionDayIntrofromthePresident,2,0.0,109,0,184173,307695
8784,TheBlackKeys,WalkAcrossTheWater,1,0.0,124,0,307630,307630
8785,Kesha,Tonight,1,0.0,141,0,307580,307580
8786,NAV,SheHurtin,1,0.0,107,0,307504,307504
8787,MartinGarrix,ForbiddenVoices,4,0.0,118,0,94289,307460
8788,JhenéAiko,Lightning&Thunder,1,0.0,172,0,307380,307380
8789,G,EazyHadEnough,1,0.0,91,0,307340,307340
8790,OneDirection,LiveWhileWe'reYoung,1,0.0,107,0,307269,307269
8791,TheLumineers,BIGSHOT,1,0.0,106,0,306750,306750
8792,Lovejoy,"OhYeah,YouGonnaCry?",1,0.0,109,0,306740,306740
8793,ConanGray,Movies,1,0.0,127,0,306573,306573
8794,MacMiller,Right,1,0.0,111,0,306457,306457
8795,ILLENIUM,FeelSomething(ILLENIUM&ExcisionwithIPrevail),1,0.0,103,0,306434,306434
8796,6LACK,ATLFreestyle,1,0.0,95,0,306306,306306
8797,BingCrosby,HereComesSantaClaus(RightDownSantaClausLane)SingleVersion,2,0.0,154,0,188104,306213
8798,EdSheeran,BadHabits,1,0.0,116,0,306159,306159
8799,Corey,Corey'sIntro,1,0.0,124,0,306127,306127
8800,ZAYN,Connexion,1,0.0,112,0,306110,306110
8801,EslabonArmado,LaTrokita,1,0.0,103,0,306104,306104
8802,LilBaby,NoFlyZone,1,0.0,126,0,306078,306078
8803,OneDirection,BestSongEver,1,0.0,108,0,305729,305729
8804,2Chainz,"I'mNotCrazy,LifeIs",1,0.0,152,0,305685,305685
8805,YoungDolph,CaseClosed,1,0.0,107,0,305647,305647
8806,VinceStaples,FeelsLikeSummer,1,0.0,124,0,305612,305612
8807,G,EazyForThis,3,0.0,174,0,107544,305567
8808,Anderson.Paak,TheChase,1,0.0,111,0,305495,305495
8809,RodWave,HowTheGameGo,1,0.0,119,0,305476,305476
8810,LilYachty,DASCAP,1,0.0,120,0,305268,305268
8811,j,hopePandora'sBox,1,0.0,107,0,305221,305221
8812,ZeXzy,MyMind,1,0.0,78,0,304995,304995
8813,TrippieRedd,NoHonorableMention,1,0.0,114,0,304820,304820
8814,BigSean,FullCircle,1,0.0,126,0,304704,304704
8815,MaggieRogers,Burning,1,0.0,148,0,304699,304699
8816,DavidGuetta,LightMyBodyUp,1,0.0,94,0,304307,304307
8817,Beck,SayGoodbye,3,0.0,75,0,120679,304180
8818,PushaT,IPrayForYou,1,0.0,106,0,304137,304137
8819,LANY,heartwon'tletme,1,0.0,128,0,303988,303988
8820,MorganWallen,ThisSideOfADustCloudBonus,1,0.0,93,0,303978,303978
8821,TaylorSwift,MessageInABottle(FatMaxGRemix)(Taylor’sVersion),1,0.0,101,0,303977,303977
8822,YoungBoyNeverBrokeAgain,DirtyStick,1,0.0,104,0,303908,303908
8823,JhenéAiko,PrayForYou,1,0.0,176,0,303891,303891
8824,JID,Galaxy,1,0.0,125,0,303874,303874
8825,ChancetheRapper,ZaniesandFools,1,0.0,117,0,303775,303775
8826,FreeNationals,Time,1,0.0,106,0,303729,303729
8827,LanaDelRey,IfYouLieDownWithMe,1,0.0,87,0,303642,303642
8828,Halsey,GirlisaGun,1,0.0,96,0,303624,303624
8829,ArianaGrande,TrueLove,3,0.0,150,0,113537,303596
8830,KidCudi,NewMode,1,0.0,107,0,303515,303515
8831,KaceyMusgraves,whatdoesn’tkillme,1,0.0,133,0,303497,303497
8832,CharliXCX,BlameItOnYourLove,1,0.0,131,0,303368,303368
8833,Cordae,Sinister,1,0.0,138,0,303300,303300
8834,GucciMane,AllDzChainz,1,0.0,101,0,303234,303234
8835,ArcticMonkeys,AmericanSports,1,0.0,137,0,303108,303108
8836,JamesBay,WildLove,1,0.0,107,0,303080,303080
8837,ChancetheRapper,FoundAGoodOne(SingleNoMore),1,0.0,118,0,303042,303042
8838,NLEChoppa,Side,1,0.0,169,0,303004,303004
8839,Alesso,SadSong,1,0.0,109,0,302996,302996
8840,KYLE,YES!,1,0.0,144,0,302740,302740
8841,ChelseaCutler,SadTonight,1,0.0,168,0,302693,302693
8842,KingsofLeon,Reverend,2,0.0,114,0,185378,302672
8843,JoeyBada$$,TheLight,1,0.0,105,0,302624,302624
8844,Bazzi,Crazy,1,0.0,106,0,302561,302561
8845,NoRome,Spinning,1,0.0,96,0,302524,302524
8846,Anderson.Paak,JetBlack,1,0.0,131,0,302472,302472
8847,RodWave,FuckTheWorld,1,0.0,106,0,302318,302318
8848,ARIZONA,Problems,1,0.0,121,0,302305,302305
8849,Marshmello,Baggin',1,0.0,128,0,302302,302302
8850,ZachBryan,TheOutskirts,1,0.0,150,0,302279,302279
8851,TroyeSivan,Easy,1,0.0,153,0,302148,302148
8852,BonnieTyler,TotalEclipseofTheHeart,1,0.0,63,0,302026,302026
8853,2Chainz,Girl'sBestFriend,1,0.0,154,0,301946,301946
8854,BritneySpears,DoYouWannaComeOver?,2,0.0,144,0,162320,301793
8855,GucciMane,OfftheBoat,1,0.0,161,0,301788,301788
8856,Mitski,Everyone,1,0.0,103,0,301716,301716
8857,EdSheeran,Collide,1,0.0,92,0,301708,301708
8858,DenzelCurry,AUTOMATIC,1,0.0,132,0,301654,301654
8859,JBalvin,Rosa,1,0.0,115,0,301030,301030
8860,YoungBoyNeverBrokeAgain,HowYouWantIt,1,0.0,146,0,301003,301003
8861,DavidBowie,GirlLovesMe,2,0.0,78,0,172890,300942
8862,ABoogieWitdaHoodie,RightBack,1,0.0,173,0,300715,300715
8863,TheBeatles,SheLovesYouMono/Remastered,3,0.0,174,0,129349,300678
8864,XXXTENTACION,Rebirth(2016),1,0.0,127,0,300478,300478
8865,SelenaGomez,999,1,0.0,98,0,300404,300404
8866,Evanescence,BringMeToLife,2,0.0,120,0,247135,300293
8867,LilPeep,WhiteGirl,1,0.0,140,0,300292,300292
8868,Avicii,HeartUponMySleeve,1,0.0,138,0,299919,299919
8869,OneDirection,TheyDon'tKnowAboutUs,1,0.0,111,0,299830,299830
8870,Anderson.Paak,ComeHome,1,0.0,137,0,299721,299721
8871,YoungThug,YeaYeaYea,1,0.0,115,0,299712,299712
8872,Lin,ManuelMirandaAlmostLikePraying,1,0.0,105,0,299656,299656
8873,XoMusic,MERCEDES,1,0.0,134,0,299356,299356
8874,Avicii,ICouldBeTheOne(AviciiVs.NickyRomero)Nicktim/RadioEdit,1,0.0,131,0,299306,299306
8875,Halsey,Alanis’Interlude,1,0.0,170,0,299229,299229
8876,YoungThug,UAin'tSlimeEnough,1,0.0,124,0,299215,299215
8877,Gunna,BigShot,1,0.0,158,0,299117,299117
8878,MileyCyrus,HappyXmas(WarIsOver),1,0.0,185,0,299005,299005
8879,Coldplay,Hypnotised,1,0.0,92,0,298914,298914
8880,KingVon,War,1,0.0,113,0,298698,298698
8881,TrippieRedd,SigningOff,1,0.0,119,0,298532,298532
8882,ToveLo,GladHe'sGone,1,0.0,137,0,298466,298466
8883,DavidBowie,Sue(OrInaSeasonofCrime),2,0.0,80,0,172698,298389
8884,KidCudi,StarsInTheSky,1,0.0,129,0,298263,298263
8885,blackbear,ifeelbad,1,0.0,109,0,298137,298137
8886,blink,182RabbitHole,2,0.0,155,0,155115,298120
8887,JID,Can’tPunkMe,1,0.0,132,0,298101,298101
8888,ScHoolboyQ,RideOut,2,0.0,130,0,161344,297995
8889,NAV,WhyYouCryingMama,1,0.0,136,0,297991,297991
8890,JenniferLopez,Ain'tYourMama,2,0.0,116,0,176039,297913
8891,RodWave,What'sLove??,1,0.0,123,0,297911,297911
8892,LanaDelRey,WildAtHeart,1,0.0,105,0,297868,297868
8893,ConanGray,Overdrive,1,0.0,80,0,297858,297858
8894,RaeSremmurd,"""42""",1,0.0,130,0,297731,297731
8895,YoungDolph,NoSense,1,0.0,114,0,297650,297650
8896,TheLumineers,NEVERREALLYMINE,1,0.0,117,0,297528,297528
8897,N.E.R.D,Don'tDon'tDoIt!,1,0.0,120,0,297446,297446
8898,NAV,HoldYourHand,1,0.0,130,0,297268,297268
8899,blink,182BlameItOnMyYouth,1,0.0,132,0,297236,297236
8900,Solange,MySkinMyLogo,1,0.0,158,0,296954,296954
8901,OneDirection,StealMyGirl88Ninety's'RaidersoftheLostArt'Remix,4,0.0,125,0,89576,296840
8902,PinkPantheress,Whereyouare,1,0.0,113,0,296729,296729
8903,EslabonArmado,AndoMásQueMal,1,0.0,167,0,296627,296627
8904,Dan+Shay,GoodThings,1,0.0,125,0,296625,296625
8905,AlessiaCara,RootingForYou,1,0.0,122,0,296501,296501
8906,BringMeTheHorizon,medicine,1,0.0,111,0,296489,296489
8907,DemiLovato,SKINOFMYTEETH,1,0.0,143,0,296245,296245
8908,LadyGaga,ComeToMama,2,0.0,138,0,162135,296219
8909,KodakBlack,ZLookJamaican,1,0.0,119,0,296201,296201
8910,Dreamville,BigBlackTruck,1,0.0,178,0,296189,296189
8911,Snakehips,Cruel,2,0.0,118,0,172225,296042
8912,Kehlani,Footsteps,1,0.0,161,0,296020,296020
8913,Pi’erreBourne,SwitchingLanes,1,0.0,141,0,295964,295964
8914,Kehlani,Undercover,2,0.0,188,0,148315,295863
8915,WhyDon'tWe,Fallin',1,0.0,136,0,295857,295857
8916,DonToliver,GetThrowed,1,0.0,106,0,295698,295698
8917,Madvillain,Accordion,1,0.0,94,0,295698,295698
8918,MartinGarrix,Drown,1,0.0,146,0,295673,295673
8919,RoddyRicch,don’ti,1,0.0,150,0,295623,295623
8920,AgustD,BurnIt,1,0.0,119,0,295585,295585
8921,PlayboiCarti,NoTime,1,0.0,141,0,295548,295548
8922,Logic,Inmylifetime,1,0.0,137,0,295528,295528
8923,TheKidLAROI,IWISH,1,0.0,139,0,295422,295422
8924,AgustD,28,1,0.0,120,0,295408,295408
8925,DaddyYankee,PARASIEMPRE,1,0.0,130,0,295314,295314
8926,LilPump,ION,1,0.0,163,0,295027,295027
8927,PARTYNEXTDOOR,TRAUMA,1,0.0,132,0,295007,295007
8928,Coldplay,ChampionOfTheWorld,1,0.0,136,0,294777,294777
8929,OliverTree,LifeGoesOn,1,0.0,151,0,294769,294769
8930,Latto,BigEnergy,1,0.0,121,0,294577,294577
8931,TheFray,HowtoSaveaLife,3,0.0,139,0,128632,294496
8932,EarlSweatshirt,OldFriend,1,0.0,121,0,294333,294333
8933,NiallHoran,PutALittleLoveOnMe,1,0.0,170,0,294170,294170
8934,LanaDelRey,DarkButJustAGame,1,0.0,107,0,294134,294134
8935,BadBunny,SerBichote,1,0.0,196,0,294112,294112
8936,ChancetheRapper,TheManWhoHasEverything,1,0.0,184,0,294070,294070
8937,WizKhalifa,Mr.Williams,1,0.0,143,0,294017,294017
8938,Hozier,SwanUponLeda,1,0.0,123,0,293959,293959
8939,BROCKHAMPTON,THELIGHT,1,0.0,134,0,293855,293855
8940,Logic,Flawless,1,0.0,107,0,293830,293830
8941,Offset,54321,1,0.0,113,0,293826,293826
8942,The1975,People,1,0.0,130,0,293759,293759
8943,DaddyYankee,REMIX,1,0.0,131,0,293710,293710
8944,HaileeSteinfeld,WrongDirection,1,0.0,125,0,293683,293683
8945,YoungBoyNeverBrokeAgain,Sincerely,1,0.0,122,0,293599,293599
8946,Eazy,EBoyzNTheHood,4,0.0,193,0,77132,293511
8947,NF,LetMeGo,1,0.0,141,0,293348,293348
8948,Eminem,IsThisLove('09),1,0.0,118,0,293311,293311
8949,5SecondsofSummer,TakeMyHand,1,0.0,124,0,293287,293287
8950,D'Angelo,TheCharade,3,0.0,77,0,117070,293165
8951,TheBeatles,EleanorRigbyRemastered,3,0.0,140,0,104741,293083
8952,CharliePuth,CheatingonYou,1,0.0,134,0,292923,292923
8953,TomPettyandtheHeartbreakers,TheWaiting,1,0.0,104,0,292894,292894
